@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC

@DATA
robots_1_5_2_100.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_10.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_14.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_21.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_2.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_28.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_31.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_32.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_33.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_3.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_39.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_40.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_45.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_47.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_49.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_54.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_61.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_67.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_75.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_80.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_81.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_82.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_82.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_85.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_85.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_2_91.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_9.8,1,9.759947,1767,0.536066,7540,7500,0.082545
robots_1_5_2_99.4,1,9.707587,1563,0.512949,3796,3776,0.07952
robots_1_5_3_100.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_100.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_100.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_16.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_16.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_20.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_24.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_2.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_25.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_26.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_27.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_30.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_39.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_44.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_44.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_51.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_52.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_52.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_55.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_57.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_62.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_64.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_66.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_70.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_7.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_78.4,1,9.70785,1564,0.512917,3796,3776,0.079578
robots_1_5_3_80.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_3_8.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_90.8,1,9.76008,1768,0.536049,7540,7500,0.082575
robots_1_5_3_91.2,1,9.605509,1462,0.472168,1924,1914,0.074297
robots_1_5_4_100.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_100.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_100.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_17.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_1.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_22.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_24.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_2.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_30.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_31.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_32.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_44.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_46.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_46.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_50.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_51.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_52.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_56.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_59.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_71.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_73.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_75.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_75.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_81.2,1,9.606029,1463,0.472113,1924,1914,0.074404
robots_1_5_4_87.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_91.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_91.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_96.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_4_98.4,1,9.708114,1565,0.512885,3796,3776,0.079635
robots_1_5_4_99.8,1,9.760212,1769,0.536031,7540,7500,0.082605
robots_1_5_5_100.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_100.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_100.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_10.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_12.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_12.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_14.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_15.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_24.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_26.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_30.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_31.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_33.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_34.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_38.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_45.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_50.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_56.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_5.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_61.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_62.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_66.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_66.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_75.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_8.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_87.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_93.4,1,9.708377,1566,0.512853,3796,3776,0.079693
robots_1_5_5_95.8,1,9.760345,1770,0.536013,7540,7500,0.082635
robots_1_5_5_97.2,1,9.606549,1464,0.472058,1924,1914,0.074511
robots_1_5_5_99.8,1,9.760345,1770,0.536013,7540,7500,0.082635
s1196_d3_u-shuffled,1,3.370607,8240,0.471288,5634,2296,0.75402
s1269_d3_s-shuffled,1,3.264716,9399,0.455972,6082,2481.5,0.718054
s27_d5_u-shuffled,1,2.828054,273,0.466527,221,86,0.723849
s298_d11_s-shuffled,1,3.525395,9201,0.514371,5946,2400,0.743357
s298_d2_s-shuffled,1,3.516452,1155,0.3219,699,298.5,0.727177
s298_d5_s-shuffled,1,3.523693,3837,0.476859,2448,999,0.740204
s298_d9_s-shuffled,1,3.525105,7413,0.507938,4780,1933,0.742816
s3330_d10_u-shuffled,1,3.074155,104832,0.50655,73360,28844,0.732911
s3330_d4_s-shuffled,1,3.056822,37212,0.468847,25624,10244,0.729853
s386_d12_u-shuffled,1,3.541736,15544,0.528681,9069,3663,0.733925
s499_d15_s-shuffled,1,3.742551,15653,0.52723,11311,4595.5,0.803089
s499_d4_s-shuffled,1,3.763365,3553,0.472083,2544,1053.5,0.797474
s510_d12_s-shuffled,1,3.364135,16303,0.521952,11839,4696,0.757
s510_d31_s-shuffled,1,3.366204,43815,0.532181,31903,12609.5,0.758904
s510_d4_s-shuffled,1,3.355942,4719,0.481681,3391,1364,0.749503
s713_d3_s-shuffled,1,2.876832,5106,0.457803,3889,1549,0.734076
s713_d5_s-shuffled,1,2.900854,9570,0.489238,7373,2886,0.740139
s820_d6_s-shuffled,1,3.863648,13318,0.511578,8038,3301.5,0.763014
s820_d7_s-shuffled,1,3.861702,15848,0.517767,9588,3932.5,0.763464
S-adeu-0,1,2.345968,12491,0.384036,5382,2611,0.607554
S-adeu-1,1,2.319212,12347,0.376916,5382,2611,0.603018
S-adeu-2,1,2.345968,12491,0.384036,5382,2611,0.607554
S-adeu-3,1,2.319212,12347,0.376916,5382,2611,0.603018
S-adeu-4,1,2.337049,12443,0.381681,5382,2611,0.606053
S-adeu-5,1,2.337049,12443,0.381681,5382,2611,0.606053
S-adeu-6,1,2.345968,12491,0.384036,5382,2611,0.607554
S-adeu-7,1,2.319212,12347,0.376916,5382,2611,0.603018
S-adeu-8,1,2.328131,12395,0.379308,5382,2611,0.604541
S-adeu-9,1,2.319212,12347,0.376916,5382,2611,0.603018
S-edau-0,1,2.345968,12491,0.384036,5382,2611,0.607554
S-edau-1,1,2.319212,12347,0.376916,5382,2611,0.603018
S-edau-2,1,2.345968,12491,0.384036,5382,2611,0.607554
S-edau-3,1,2.319212,12347,0.376916,5382,2611,0.603018
S-edau-4,1,2.337049,12443,0.381681,5382,2611,0.606053
S-edau-5,1,2.337049,12443,0.381681,5382,2611,0.606053
S-edau-6,1,2.345968,12491,0.384036,5382,2611,0.607554
S-edau-7,1,2.319212,12347,0.376916,5382,2611,0.603018
S-edau-8,1,2.328131,12395,0.379308,5382,2611,0.604541
S-edau-9,1,2.319212,12347,0.376916,5382,2611,0.603018
sortnetsort10.AE.stepl.005,1,1.96817,7778,0.473684,5121,4176,0.607135
sortnetsort10.AE.stepl.012,1,1.97072,18642,0.474331,12261,9993,0.607213
sortnetsort10.v.stepl.006,1,3.070655,4954,0.048178,1755,872,0.503064
sortnetsort10.v.stepl.007,1,3.072861,5777,0.041314,2045,1017,0.50292
sortnetsort10.v.stepl.012-shuffled,1,3.078398,9892,0.024126,3495,1742,0.502558
sortnetsort5.AE.stepl.003,1,1.963087,884,0.418744,596,494,0.577268
sortnetsort5.AE.stepl.005,1,1.971602,1468,0.42042,986,816,0.577177
sortnetsort5.AE.stepl.006,1,1.973751,1760,0.420842,1181,977,0.577154
sortnetsort5.AE.stepl.007,1,1.975291,2052,0.421143,1376,1138,0.577138
sortnetsort5.v.stepl.007-shuffled,1,3.125581,1117,0.049097,430,212,0.512635
sortnetsort6.AE.stepl.003,1,1.964781,1402,0.438931,937,772,0.588422
sortnetsort6.AE.stepl.006,1,1.972595,2794,0.440613,1861,1531,0.588442
sortnetsort6.v.stepl.003-shuffled,1,3.073171,759,0.106911,287,140,0.510799
sortnetsort7.AE.stepl.003,1,1.965339,2040,0.451982,1356,1113,0.595595
sortnetsort7.AE.stepl.005,1,1.970222,3392,0.4531,2250,1845,0.595654
sortnetsort7.AE.stepl.006,1,1.97145,4068,0.45338,2697,2211,0.595669
sortnetsort7.AE.stepl.009,1,1.973502,6096,0.453848,4038,3309,0.595694
sortnetsort7.v.stepl.004-shuffled,1,3.08209,1457,0.077317,536,264,0.507106
sortnetsort8.AE.stepl.005,1,1.969451,4654,0.462046,3077,2517,0.60066
sortnetsort8.AE.stepl.007,1,1.971169,6510,0.462457,4301,3517,0.600694
sortnetsort8.AE.stepl.009,1,1.972127,8366,0.462685,5525,4517,0.600713
sortnetsort8.v.stepl.008-shuffled,1,3.090973,3966,0.037668,1429,710,0.504419
sortnetsort9.AE.stepl.004,1,1.967502,4896,0.468322,3231,2639,0.604298
sortnetsort9.AE.stepl.005,1,1.968765,6116,0.468634,4034,3294,0.60433
sortnetsort9.AE.stepl.012,1,1.971724,14656,0.469365,9655,7879,0.604406
sortnetsort9.v.stepl.006,1,3.077475,3903,0.049043,1394,692,0.503764
sortnetsort9.v.stepl.012-shuffled,1,3.086518,7791,0.024566,2774,1382,0.503179
ssa7552-159-00-shuffled,1,1.125855,13340,0.237586,8478,3557.5,0.611294
ssa7552-159-50-shuffled,1,1.671252,11309,0.278263,7124,2880.5,0.601797
ssa7552-159-90-shuffled,1,1.702456,9662,0.322936,6026,2331.5,0.591383
ssa7552-160-50-shuffled,1,1.677132,11598,0.276057,7294,2951.5,0.601079
stmt1_145_146,1,2.843137,191,0.133065,102,90,0.774194
stmt11_643_645,1,3.694017,1538,0.124207,585,536,0.718816
stmt1_20_21,1,2.815789,143,0.123656,76,67,0.763441
stmt124_966_965,1,3.733997,1879,0.15671,703,640,0.707359
stmt1_30_31,1,2.85,71,0.122449,40,36,0.755102
stmt137_903_911,1,3.707182,1921,0.159187,724,657,0.707028
stmt1_392_393,1,3.541176,1269,0.150633,510,464,0.748101
stmt16_0_1,1,3.848684,415,0.308594,152,123,0.720703
stmt1_629_630,1,3.746905,3905,0.158796,1454,1317,0.722106
stmt16_47_48,1,3.851364,5945,0.181362,2126,1873,0.70553
stmt16_818_819,1,3.919101,1243,0.216875,445,382,0.72116
stmt17_143_144,1,3.572727,545,0.263543,220,184,0.7306
stmt17_18_19,1,3.670103,499,0.272873,194,161,0.723917
stmt17_63_70,1,4.294222,21651,0.166191,6784,6450,0.705828
stmt17_63_78,1,4.326627,24575,0.179256,7654,7262,0.706562
stmt17_82_94,1,4.412136,37733,0.159261,11569,11061,0.708448
stmt1_787_788,1,3.605234,4727,0.14976,1834,1678,0.733036
stmt17_99_98,1,3.779099,6451,0.175304,2354,2084,0.712604
stmt1_811_812,1,3.944828,813,0.172727,290,256,0.723232
stmt18_258_260,1,3.465863,1221,0.146597,498,460,0.706806
stmt19_125_302,1,3.472909,8599,0.176713,3396,3161,0.591227
stmt19_133_257,1,3.416639,7433,0.163666,3005,2795,0.600041
stmt19_137_313,1,3.479906,8642,0.176738,3409,3174,0.592074
stmt19_142_261,1,3.410172,7536,0.162667,3028,2818,0.598974
stmt19_177_302,1,3.472925,9309,0.163296,3675,3440,0.592175
stmt1_919_920,1,3.749271,1843,0.159965,686,623,0.7057
stmt19_214_309,1,3.474369,9748,0.156398,3843,3608,0.590988
stmt19_217_250,1,3.422061,8562,0.141868,3445,3235,0.598147
stmt19_2_180,1,3.400127,3829,0.209854,1572,1415,0.584281
stmt19_261_266,1,3.434932,10222,0.124953,4088,3878,0.604367
stmt19_2_83,1,3.384314,2445,0.232775,1020,913,0.572005
stmt19_313_318,1,3.515282,12574,0.12654,4875,4640,0.591794
stmt19_313_412,1,3.565701,14356,0.143866,5487,5207,0.585603
stmt19_3_177,1,3.401163,4216,0.190848,1720,1563,0.580171
stmt19_3_309,1,3.484141,7285,0.209194,2869,2634,0.58945
stmt19_3_78,1,3.387842,2832,0.201561,1168,1061,0.567546
stmt19_3_83,1,3.392308,2839,0.201611,1170,1063,0.568054
stmt19_66_318,1,3.487643,8094,0.19571,3156,2921,0.584929
stmt19_66_90,1,3.379501,3561,0.162881,1444,1339,0.570625
stmt19_67_83,1,3.378018,2955,0.195567,1201,1094,0.567666
stmt19_79_87,1,4.390881,33347,0.156071,10264,9814,0.707986
stmt19_83_302,1,3.48224,7932,0.191597,3125,2890,0.589866
stmt19_83_90,1,3.387164,3577,0.16211,1449,1344,0.571582
stmt19_90_133,1,3.386179,4253,0.163014,1722,1590,0.577794
stmt21_127_258,1,3.414724,7424,0.163887,3002,2792,0.599814
stmt21_134_418,1,3.5579,10718,0.197132,4076,3795,0.575826
stmt21_143_258,1,3.407542,7518,0.162282,3023,2813,0.598664
stmt21_252_310,1,3.470814,11194,0.136708,4437,4202,0.600551
stmt21_267_310,1,3.476786,11388,0.134737,4480,4245,0.597351
stmt21_310_360,1,3.54099,13568,0.137133,5233,4973,0.589741
stmt21_4_5,1,3.353018,1789,0.25348,762,676,0.563475
stmt21_70_258,1,3.415627,6741,0.180491,2726,2516,0.598631
stmt21_71_304,1,3.475319,7392,0.206437,2897,2662,0.588803
stmt21_71_70,1,3.368729,2939,0.19486,1196,1089,0.566483
stmt21_79_314,1,3.484829,7952,0.192121,3131,2896,0.590239
stmt21_79_91,1,3.383552,3570,0.162425,1447,1342,0.571182
stmt22_179_182,1,3.415646,6256,0.129171,2531,2374,0.587831
stmt22_6_80,1,3.379175,2438,0.232804,1018,911,0.571429
stmt22_92_259,1,3.407636,6839,0.178418,2750,2540,0.597966
stmt23_66_76,1,4.3114,23113,0.17314,7219,6856,0.706218
stmt24_148_149,1,2.845238,154,0.162562,84,72,0.773399
stmt24_292_293,1,3.445736,1259,0.149301,516,473,0.709022
stmt24_765_766,1,3.700549,1929,0.160338,728,658,0.709705
stmt24_7_8,1,2.529412,29,0.297297,17,12,0.810811
stmt25_52_53,1,3.832669,5595,0.171162,2008,1779,0.705691
stmt25_597_598,1,3.548387,2349,0.149828,930,850,0.724399
stmt2_649_723,1,3.678756,1515,0.201285,579,512,0.720021
stmt2_649_776,1,3.77424,1863,0.228546,691,599,0.71979
stmt27_149_224,1,3.420767,6398,0.137455,2581,2403,0.587515
stmt27_296_297,1,3.426966,1297,0.145062,534,491,0.711111
stmt27_93_98,1,3.771818,6023,0.166255,2200,1959,0.712209
stmt28_68_81,1,4.352417,27499,0.174783,8524,8103,0.707138
stmt29_21_275,1,3.446352,6988,0.196935,2796,2577,0.599956
stmt2_976_999,1,3.759731,30745,0.148917,11304,10161,0.747292
stmt31_100_276,1,3.445386,7669,0.179479,3067,2848,0.600643
stmt31_22_23,1,3.373894,2150,0.24093,904,811,0.572737
stmt32_122_129,1,2.848485,117,0.139241,66,59,0.772152
stmt32_153_277,1,3.444677,8364,0.164593,3344,3125,0.601051
stmt32_228_277,1,3.448229,9217,0.149531,3670,3451,0.597204
stmt3_639_640,1,3.631336,1109,0.156477,434,392,0.742358
stmt37_941_942,1,3.778222,5441,0.164258,2002,1789,0.701897
stmt38_943_942,1,3.785245,5392,0.165831,1979,1766,0.70193
stmt39_34_107,1,3.400162,3004,0.215517,1237,1119,0.577586
stmt3_969_973,1,3.756906,961,0.163283,362,324,0.734349
stmt41_235_286,1,3.461067,9468,0.149682,3750,3529,0.594163
stmt41_262_275,1,3.669938,2947,0.255519,1121,941,0.701987
stmt41_336_385,1,3.570788,14616,0.133213,5573,5308,0.586106
stmt41_36_37,1,3.393375,2326,0.227732,966,871,0.568352
stmt44_107_108,1,2.772727,71,0.15,44,39,0.76
stmt44_107_113,1,2.818182,94,0.170543,55,48,0.767442
stmt44_252_301,1,3.476386,1198,0.149433,487,449,0.705137
stmt44_40_162,1,3.4097,3837,0.201314,1567,1421,0.581043
stmt44_40_41,1,3.398821,2461,0.218827,1018,921,0.566975
stmt44_554_604,1,3.582106,2250,0.152384,883,808,0.721764
stmt46_163_289,1,3.465003,8793,0.16408,3486,3262,0.595545
stmt47_239_290,1,3.465671,9653,0.14962,3816,3592,0.592483
stmt50_167_293,1,3.473133,8951,0.164067,3536,3311,0.593279
stmt52_117_295,1,3.474072,8249,0.177977,3259,3034,0.592634
stmt52_295_394,1,3.558586,13878,0.14445,5317,5047,0.586609
stmt52_54_55,1,3.407197,2569,0.212552,1056,958,0.563943
stmt53_208_245,1,3.431034,7247,0.125584,2900,2715,0.581953
stmt5_731_730,1,3.73913,1847,0.159982,690,626,0.706479
stmt6_13_14,1,2.705882,53,0.144737,34,29,0.789474
stmt70_191_213,1,3.5,1171,0.147541,472,437,0.702186
stmt70_495_501,1,3.596774,2223,0.151416,868,796,0.720407
stmt72_696_721,1,3.730114,1881,0.1627,704,637,0.706188
stmt7_33_34,1,3.687023,2462,0.220057,917,876,0.632705
stmt82_224_225,1,3.453125,1251,0.14751,512,472,0.704981
stmt85_64_122,1,3.387231,3506,0.195164,1441,1309,0.575474
stmt86_889_890,1,3.7811,2269,0.189053,836,742,0.707958
stmt9_350_351,1,3.611354,1167,0.153527,458,415,0.744122
stmt9_445_446,1,3.422492,1577,0.143074,658,604,0.75632
szymanski-10-s-shuffled,1,1.448442,11117,0.409074,15759,7529.5,0.795835
szymanski-24-s-shuffled,1,1.491275,185935,0.417089,261599,128279.5,0.80258
T-adeu-0,1,2.482255,11787,0.543297,4790,2315,0.624169
T-adeu-1,1,2.452192,11643,0.537695,4790,2315,0.619559
T-adeu-2,1,2.482255,11787,0.543297,4790,2315,0.624169
T-adeu-3,1,2.452192,11643,0.537695,4790,2315,0.619559
T-adeu-4,1,2.472234,11739,0.541445,4790,2315,0.622645
T-adeu-5,1,2.472234,11739,0.541445,4790,2315,0.622645
T-adeu-6,1,2.482255,11787,0.543297,4790,2315,0.624169
T-adeu-7,1,2.452192,11643,0.537695,4790,2315,0.619559
T-adeu-8,1,2.462213,11691,0.539578,4790,2315,0.621108
T-adeu-9,1,2.452192,11643,0.537695,4790,2315,0.619559
T-edau-0,1,2.482255,11787,0.543297,4790,2315,0.624169
T-edau-1,1,2.452192,11643,0.537695,4790,2315,0.619559
T-edau-2,1,2.482255,11787,0.543297,4790,2315,0.624169
T-edau-3,1,2.452192,11643,0.537695,4790,2315,0.619559
T-edau-4,1,2.472234,11739,0.541445,4790,2315,0.622645
T-edau-5,1,2.472234,11739,0.541445,4790,2315,0.622645
T-edau-6,1,2.482255,11787,0.543297,4790,2315,0.624169
T-edau-7,1,2.452192,11643,0.537695,4790,2315,0.619559
T-edau-8,1,2.462213,11691,0.539578,4790,2315,0.621108
T-edau-9,1,2.452192,11643,0.537695,4790,2315,0.619559
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,4.011765,2648,0.006519,1020,505,0.618197
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,3.893369,2844,0.006644,1116,92.083333,0.629285
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,4.036004,2900,0.00155,1111,555,0.616378
test1_quant2,1,3.071895,1583,0.319647,765,343.5,0.471933
test1_quant3,1,3.179167,2050,0.312146,960,441,0.462348
test1_quant_squaring2,1,3.071895,1583,0.319647,765,343.5,0.471933
test1_quant_squaring3,1,3.144054,2517,0.359085,1194,346,0.455902
test3_quant2-shuffled,1,3.127049,512,0.292379,244,112,0.482115
test3_quant4,1,3.264535,750,0.290358,344,162,0.465872
test3_quant_squaring4,1,3.196121,988,0.355777,464,101,0.455528
test4_quant2,1,3.08589,690,0.260369,326,151,0.506912
test4_quant4,1,3.224215,976,0.267442,446,211,0.48505
test4_quant_squaring2,1,3.08589,690,0.260369,326,151,0.506912
test4_quant_squaring4,1,3.169492,1262,0.333766,590,129.5,0.471429
test5_quant5-shuffled,1,3.354749,789,0.315622,358,168,0.42933
test5_quant_squaring5-shuffled,1,3.228417,1182,0.399857,556,93.6,0.426942
texas.ifetch1^4.E-f4-shuffled,1,2.843781,6529,0.071206,3047,1473,0.54622
texas.ifetch1^9.E-f4-shuffled,1,2.806594,6158,0.086593,2942,1417.5,0.548504
TOILET10.1.iv.20-shuffled,1,3.086651,3250,0.069677,854,425,0.452341
TOILET16.1.iv.32-shuffled,1,3.11257,9965,0.047699,2132,1064,0.384852
TOILET7.1.iv.13-shuffled,1,2.907268,1340,0.056338,399,198,0.496311
TOILET7.1.iv.14-shuffled,1,2.904651,1447,0.052239,430,213.5,0.497512
toilet_a_02_01.2-shuffled,1,1.888889,28,0.205128,18,8,0.641026
toilet_a_02_10.2-shuffled,1,1.777778,379,0.019608,90,44,0.237745
toilet_a_04_10.2-shuffled,1,2.971429,812,0.143177,140,68,0.173378
toilet_a_06_01.4-shuffled,1,17.651163,244,1.775039,86,40,0.226502
toilet_a_06_10.2-shuffled,1,8.989474,1329,0.668213,190,92,0.12355
toilet_a_08_01.4-shuffled,1,84.321429,363,3.372581,112,52,0.079457
toilet_a_08_10.2-shuffled,1,40.366667,1930,2.059326,240,116,0.068125
toilet_a_10_01.11-shuffled,1,158.176796,1391,4.340454,362,176,0.057647
toilet_a_10_01.5-shuffled,1,333.505882,629,4.696386,170,80,0.027701
toilet_a_10_10.2-shuffled,1,196.206897,2615,3.987539,290,140,0.025623
toilet_c_02_01.2-shuffled,1,1.529412,30,0.054054,17,8,0.621622
toilet_c_04_01.4-shuffled,1,2.413793,149,0.086486,58,28,0.518919
toilet_c_04_10.2-shuffled,1,2,816,0.018824,138,68,0.176471
toilet_c_06_01.5-shuffled,1,2.951456,304,0.170984,103,50,0.46114
toilet_c_06_10.2-shuffled,1,2.331551,1324,0.047757,187,92,0.148336
toilet_c_08_01.13-shuffled,1,2.979472,1210,0.065708,341,169,0.438056
toilet_c_08_01.16-shuffled,1,2.968974,1492,0.053422,419,208,0.441291
toilet_c_08_01.4-shuffled,1,3.102804,364,0.211921,107,52,0.399558
toilet_c_08_05.10-shuffled,1,3.577677,4684,0.019382,663,330,0.23723
toilet_c_08_05.6-shuffled,1,3.418546,2740,0.033046,399,198,0.229604
toilet_c_08_05.7-shuffled,1,3.475269,3226,0.028095,465,231,0.232368
