@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
sortnetsort6.AE.stepl.003,1,1.964781,1402,0.438931,937,772,0.588422,0.782405,0.56104,317,0.905523,772,925,0.933826,1210,1.990458,4194
sortnetsort6.AE.stepl.006,1,1.972595,2794,0.440613,1861,1531,0.588442,0.782729,0.560938,632,0.90588,1531,1843,0.934188,2410,1.989464,8361
sortnetsort6.v.stepl.003-shuffled,1,3.073171,759,0.106911,287,140,0.510799,0.619817,0.617354,213,0.936952,280,473,0.939259,713,2.275378,2305
sortnetsort7.AE.stepl.003,1,1.965339,2040,0.451982,1356,1113,0.595595,0.789396,0.558848,431,0.900688,1113,1352,0.9279,1776,1.967401,6041
sortnetsort7.AE.stepl.005,1,1.970222,3392,0.4531,2250,1845,0.595654,0.789633,0.558774,717,0.900888,1845,2248,0.928097,2952,1.966614,10047
sortnetsort7.AE.stepl.006,1,1.97145,4068,0.45338,2697,2211,0.595669,0.789693,0.558755,860,0.900939,2211,2696,0.928147,3540,1.966416,12050
sortnetsort7.AE.stepl.009,1,1.973502,6096,0.453848,4038,3309,0.595694,0.789792,0.558724,1289,0.901024,3309,4040,0.928231,5304,1.966087,18059
sortnetsort7.v.stepl.004-shuffled,1,3.08209,1457,0.077317,536,264,0.507106,0.609819,0.621188,387,0.951835,528,892,0.953572,1372,2.324616,4361
sortnetsort8.AE.stepl.005,1,1.969451,4654,0.462046,3077,2517,0.60066,0.794546,0.557244,937,0.897372,2517,3094,0.923768,4074,1.950495,13687
sortnetsort8.AE.stepl.007,1,1.971169,6510,0.462457,4301,3517,0.600694,0.794639,0.557215,1311,0.897436,3517,4328,0.92383,5698,1.950173,19147
sortnetsort8.AE.stepl.009,1,1.972127,8366,0.462685,5525,4517,0.600713,0.79469,0.557199,1685,0.897472,4517,5562,0.923865,7322,1.949995,24607
sortnetsort8.v.stepl.008-shuffled,1,3.090973,3966,0.037668,1429,710,0.504419,0.602592,0.623989,1011,0.975669,1420,2397,0.97675,3741,2.396675,11747
sortnetsort9.AE.stepl.004,1,1.967502,4896,0.468322,3231,2639,0.604298,0.798117,0.556137,950,0.894694,2639,3262,0.920469,4304,1.938866,14322
sortnetsort9.AE.stepl.005,1,1.968765,6116,0.468634,4034,3294,0.60433,0.798191,0.556114,1187,0.894737,3294,4075,0.920509,5376,1.938603,17892
sortnetsort9.AE.stepl.012,1,1.971724,14656,0.469365,9655,7879,0.604406,0.798364,0.556061,2846,0.894839,7879,9766,0.920604,12880,1.937987,42882
sortnetsort9.v.stepl.006,1,3.077475,3903,0.049043,1394,692,0.503764,0.598243,0.625687,963,0.967151,1384,2342,0.968229,3686,2.367176,11461
sortnetsort9.v.stepl.012-shuffled,1,3.086518,7791,0.024566,2774,1382,0.503179,0.59778,0.625868,1923,0.98362,2764,4670,0.984332,7358,2.416658,22885
ssa7552-159-00-shuffled,1,1.125855,13340,0.237586,8478,3557.5,0.611294,0.500131,0.666608,681,0.851119,7115,8519,0.577803,13251,1.467423,28630
ssa7552-159-50-shuffled,1,1.671252,11309,0.278263,7124,2880.5,0.601797,0.726862,0.579085,682,0.90836,5761,7165,0.87476,11220,1.745171,28286
ssa7552-159-90-shuffled,1,1.702456,9662,0.322936,6026,2331.5,0.591383,0.72328,0.580289,682,0.924379,4663,6067,0.86201,9573,1.70426,24443
ssa7552-160-50-shuffled,1,1.677132,11598,0.276057,7294,2951.5,0.601079,0.72703,0.579029,684,0.907332,5903,7353,0.876603,11545,1.744298,29059
stmt1_145_146,1,2.843137,191,0.133065,102,90,0.774194,0.963455,0.509306,73,1.006768,90,192,1.06496,174,2.116935,591
stmt11_643_645,1,3.694017,1538,0.124207,585,536,0.718816,0.840856,0.543226,450,0.982991,536,1360,1.028662,1441,2.252114,4731
stmt1_20_21,1,2.815789,143,0.123656,76,67,0.763441,0.926407,0.519101,61,1.017072,67,142,1.06991,124,2.145161,445
stmt124_966_965,1,3.733997,1879,0.15671,703,640,0.707359,0.831749,0.545926,551,0.960872,640,1634,1.017088,1758,2.189177,5781
stmt1_30_31,1,2.85,71,0.122449,40,36,0.755102,0.957983,0.51073,35,0.996662,36,74,1.049383,62,2.132653,233
stmt137_903_911,1,3.707182,1921,0.159187,724,657,0.707028,0.832248,0.545778,565,0.961737,657,1670,1.018977,1796,2.183319,5909
stmt1_392_393,1,3.541176,1269,0.150633,510,464,0.748101,0.859591,0.537753,393,0.965227,464,1182,1.021605,1186,2.171519,3907
stmt16_0_1,1,3.848684,415,0.308594,152,123,0.720703,0.830966,0.54616,122,0.932821,123,369,1.042836,389,1.900391,1289
stmt1_629_630,1,3.746905,3905,0.158796,1454,1317,0.722106,0.831375,0.546038,1123,0.964193,1317,3456,1.021244,3662,2.189929,12001
stmt16_47_48,1,3.851364,5945,0.181362,2126,1873,0.70553,0.814402,0.551146,1592,0.973048,1873,5065,1.037036,5586,2.178298,18242
stmt16_818_819,1,3.919101,1243,0.216875,445,382,0.72116,0.824976,0.547952,333,0.966239,382,1094,1.043599,1183,2.109426,3858
stmt17_143_144,1,3.572727,545,0.263543,220,184,0.7306,0.861842,0.537102,172,0.942157,184,499,1.041042,510,1.959004,1698
stmt17_18_19,1,3.670103,499,0.272873,194,161,0.723917,0.841608,0.543004,160,0.94201,161,451,1.041616,462,1.955056,1558
stmt17_63_70,1,4.294222,21651,0.166191,6784,6450,0.705828,0.80322,0.554563,6141,0.913284,6450,18288,0.967848,19768,2.191779,65401
stmt17_63_78,1,4.326627,24575,0.179256,7654,7262,0.706562,0.802559,0.554767,6953,0.904397,7262,20804,0.962716,22490,2.167606,74379
stmt17_82_94,1,4.412136,37733,0.159261,11569,11061,0.708448,0.800866,0.555288,10607,0.914307,11061,32126,0.966302,34739,2.212627,114780
stmt1_787_788,1,3.605234,4727,0.14976,1834,1678,0.733036,0.841757,0.54296,1465,0.960908,1678,4278,1.015619,4370,2.179404,14467
stmt17_99_98,1,3.779099,6451,0.175304,2354,2084,0.712604,0.818701,0.549843,1780,0.972945,2084,5569,1.035325,6034,2.178119,19762
stmt1_811_812,1,3.944828,813,0.172727,290,256,0.723232,0.825993,0.547647,207,0.979621,256,716,1.04131,782,2.209091,2529
stmt18_258_260,1,3.465863,1221,0.146597,498,460,0.706806,0.855726,0.538873,405,0.953031,460,1080,1.007483,1122,2.156414,3743
stmt19_125_302,1,3.472909,8599,0.176713,3396,3161,0.591227,0.753273,0.570362,3131,0.920145,3161,6591,0.976441,8016,2.108988,27451
stmt19_133_257,1,3.416639,7433,0.163666,3005,2795,0.600041,0.761986,0.567541,2767,0.931849,2795,5800,0.985388,6898,2.128802,23741
stmt19_137_313,1,3.479906,8642,0.176738,3409,3174,0.592074,0.754308,0.570025,3144,0.919882,3174,6633,0.976246,8058,2.109256,27590
stmt19_142_261,1,3.410172,7536,0.162667,3028,2818,0.598974,0.759656,0.568293,2752,0.932024,2818,5840,0.985137,6997,2.127897,23919
stmt19_177_302,1,3.472925,9309,0.163296,3675,3440,0.592175,0.753958,0.570139,3385,0.926549,3440,7144,0.97897,8678,2.134532,29691
stmt1_919_920,1,3.749271,1843,0.159965,686,623,0.7057,0.830213,0.546384,537,0.960522,623,1597,1.017768,1725,2.185594,5670
stmt19_214_309,1,3.474369,9748,0.156398,3843,3608,0.590988,0.752946,0.570468,3534,0.929786,3608,7463,0.980065,9093,2.148796,31085
stmt19_217_250,1,3.422061,8562,0.141868,3445,3235,0.598147,0.76009,0.568153,3163,0.94188,3235,6649,0.988583,7952,2.172094,27299
stmt19_2_180,1,3.400127,3829,0.209854,1572,1415,0.584281,0.756118,0.569438,1443,0.922663,1415,2929,0.989692,3569,2.056653,12414
stmt19_261_266,1,3.434932,10222,0.124953,4088,3878,0.604367,0.763235,0.567139,3770,0.946657,3878,8000,0.988182,9466,2.200801,32440
stmt19_2_83,1,3.384314,2445,0.232775,1020,913,0.572005,0.751906,0.570807,938,0.908842,913,1843,0.981041,2283,2.030726,8043
stmt19_313_318,1,3.515282,12574,0.12654,4875,4640,0.591794,0.751425,0.570964,4503,0.942591,4640,9606,0.983669,11728,2.207676,39943
stmt19_313_412,1,3.565701,14356,0.143866,5487,5207,0.585603,0.74667,0.572518,5100,0.930916,5207,10860,0.976667,13444,2.18021,45768
stmt19_3_177,1,3.401163,4216,0.190848,1720,1563,0.580171,0.751735,0.570863,1575,0.930763,1563,3195,0.991839,3931,2.093699,13632
stmt19_3_309,1,3.484141,7285,0.209194,2869,2634,0.58945,0.752031,0.570766,2644,0.90447,2634,5565,0.969819,6796,2.0483,23288
stmt19_3_78,1,3.387842,2832,0.201561,1168,1061,0.567546,0.746041,0.572724,1070,0.922782,1061,2109,0.98577,2645,2.089074,9261
stmt19_3_83,1,3.392308,2839,0.201611,1170,1063,0.568054,0.746754,0.57249,1072,0.92259,1063,2116,0.985646,2652,2.089128,9284
stmt19_66_318,1,3.487643,8094,0.19571,3156,2921,0.584929,0.746946,0.572427,2881,0.908876,2921,6109,0.969864,7562,2.073439,25743
stmt19_66_90,1,3.379501,3561,0.162881,1444,1339,0.570625,0.743223,0.57365,1294,0.936525,1339,2638,0.988259,3328,2.150119,11446
stmt19_67_83,1,3.378018,2955,0.195567,1201,1094,0.567666,0.742089,0.574024,1065,0.924905,1094,2177,0.985998,2769,2.092308,9524
stmt19_79_87,1,4.390881,33347,0.156071,10264,9814,0.707986,0.80128,0.555161,9389,0.916816,9814,28352,0.967931,30656,2.217775,101313
stmt19_83_302,1,3.48224,7932,0.191597,3125,2890,0.589866,0.752507,0.570611,2882,0.913206,2890,6065,0.973697,7399,2.081599,25343
stmt19_83_90,1,3.387164,3577,0.16211,1449,1344,0.571582,0.744313,0.573292,1299,0.936962,1344,2655,0.988549,3345,2.151991,11502
stmt19_90_133,1,3.386179,4253,0.163014,1722,1590,0.577794,0.747277,0.572319,1547,0.940036,1590,3190,0.992449,3973,2.143452,13634
stmt21_127_258,1,3.414724,7424,0.163887,3002,2792,0.599814,0.76176,0.567614,2764,0.93172,2792,5790,0.985311,6888,2.12825,23708
stmt21_134_418,1,3.5579,10718,0.197132,4076,3795,0.575826,0.738654,0.575157,3731,0.902751,3795,7951,0.962807,10076,2.077853,34135
stmt21_143_258,1,3.407542,7518,0.162282,3023,2813,0.598664,0.759213,0.568436,2747,0.932471,2813,5825,0.985452,6982,2.128571,23869
stmt21_252_310,1,3.470814,11194,0.136708,4437,4202,0.600551,0.760081,0.568156,4124,0.938374,4202,8720,0.983185,10395,2.182576,35661
stmt21_267_310,1,3.476786,11388,0.134737,4480,4245,0.597351,0.756484,0.569319,4135,0.939569,4245,8796,0.983574,10589,2.186621,36166
stmt21_310_360,1,3.54099,13568,0.137133,5233,4973,0.589741,0.75002,0.571422,4866,0.935167,4973,10347,0.979223,12678,2.190026,43236
stmt21_4_5,1,3.353018,1789,0.25348,762,676,0.563475,0.749487,0.571596,701,0.900036,676,1336,0.976973,1669,2.008435,5964
stmt21_70_258,1,3.415627,6741,0.180491,2726,2516,0.598631,0.761138,0.567815,2510,0.924346,2516,5247,0.982876,6254,2.096977,21544
stmt21_71_304,1,3.475319,7392,0.206437,2897,2662,0.588803,0.749832,0.571483,2634,0.905873,2662,5616,0.970328,6903,2.05043,23495
stmt21_71_70,1,3.368729,2939,0.19486,1196,1089,0.566483,0.740761,0.574461,1060,0.925884,1089,2160,0.986703,2752,2.093365,9468
stmt21_79_314,1,3.484829,7952,0.192121,3131,2896,0.590239,0.752898,0.570484,2888,0.91261,2896,6083,0.973261,7417,2.080633,25403
stmt21_79_91,1,3.383552,3570,0.162425,1447,1342,0.571182,0.743734,0.573482,1297,0.93678,1342,2648,0.988418,3338,2.151208,11479
stmt22_179_182,1,3.415646,6256,0.129171,2531,2374,0.587831,0.755286,0.569708,2321,0.954378,2374,4792,0.996992,5830,2.206207,20091
stmt22_6_80,1,3.379175,2438,0.232804,1018,911,0.571429,0.751092,0.571072,936,0.909011,911,1836,0.981143,2276,2.030501,8020
stmt22_92_259,1,3.407636,6839,0.178418,2750,2540,0.597966,0.758785,0.568574,2497,0.925268,2540,5292,0.983071,6352,2.097514,21721
stmt23_66_76,1,4.3114,23113,0.17314,7219,6856,0.706218,0.802868,0.554672,6547,0.908556,6856,19546,0.965127,21129,2.178921,69890
stmt24_148_149,1,2.845238,154,0.162562,84,72,0.773399,0.983539,0.504149,60,1.006916,72,157,1.08015,142,2.049261,482
stmt24_292_293,1,3.445736,1259,0.149301,516,473,0.709022,0.856042,0.538781,418,0.957906,473,1116,1.013714,1155,2.150572,3855
stmt24_765_766,1,3.700549,1929,0.160338,728,658,0.709705,0.833282,0.54547,566,0.964515,658,1682,1.022432,1803,2.180169,5927
stmt24_7_8,1,2.529412,29,0.297297,17,12,0.810811,1,0.5,11,1.054264,12,30,1.208889,25,1.72973,86
stmt25_52_53,1,3.832669,5595,0.171162,2008,1779,0.705691,0.814305,0.551175,1493,0.976665,1779,4762,1.037154,5254,2.198726,17147
stmt25_597_598,1,3.548387,2349,0.149828,930,850,0.724399,0.847675,0.541221,735,0.961479,850,2108,1.016727,2174,2.172165,7193
stmt2_649_723,1,3.678756,1515,0.201285,579,512,0.720021,0.839574,0.543604,446,0.948642,512,1345,1.021384,1421,2.095824,4667
stmt2_649_776,1,3.77424,1863,0.228546,691,599,0.71979,0.832429,0.545724,527,0.943809,599,1644,1.025303,1756,2.05648,5741
stmt27_149_224,1,3.420767,6398,0.137455,2581,2403,0.587515,0.754229,0.570051,2366,0.954297,2403,4894,0.999599,5963,2.190276,20535
stmt27_296_297,1,3.426966,1297,0.145062,534,491,0.711111,0.856341,0.538694,431,0.958723,491,1152,1.012954,1188,2.158642,3967
stmt27_93_98,1,3.771818,6023,0.166255,2200,1959,0.712209,0.818424,0.549927,1655,0.975373,1959,5192,1.034547,5634,2.196571,18437
stmt28_68_81,1,4.352417,27499,0.174783,8524,8103,0.707138,0.802041,0.554926,7765,0.906474,8103,23320,0.963355,25212,2.178088,83357
stmt29_21_275,1,3.446352,6988,0.196935,2796,2577,0.599956,0.760777,0.567931,2583,0.911206,2577,5441,0.974164,6485,2.065277,22302
stmt2_976_999,1,3.759731,30745,0.148917,11304,10161,0.747292,0.809786,0.552552,8917,0.981075,10161,28152,1.033876,28754,2.223482,94983
stmt31_100_276,1,3.445386,7669,0.179479,3067,2848,0.600643,0.761037,0.567847,2831,0.919581,2848,5977,0.977489,7119,2.098282,24452
stmt31_22_23,1,3.373894,2150,0.24093,904,811,0.572737,0.753086,0.570423,835,0.899902,811,1626,0.973898,2003,2.019021,7100
stmt32_122_129,1,2.848485,117,0.139241,66,59,0.772152,1.016216,0.495979,47,0.986686,59,122,1.049124,110,2.082278,373
stmt32_153_277,1,3.444677,8364,0.164593,3344,3125,0.601051,0.761285,0.567767,3086,0.926653,3125,6522,0.980151,7764,2.126809,26650
stmt32_228_277,1,3.448229,9217,0.149531,3670,3451,0.597204,0.757966,0.568839,3375,0.934037,3451,7133,0.982719,8568,2.158322,29351
stmt3_639_640,1,3.631336,1109,0.156477,434,392,0.742358,0.852353,0.539854,327,0.968144,392,1020,1.026096,1046,2.179767,3425
stmt37_941_942,1,3.778222,5441,0.164258,2002,1789,0.701897,0.821014,0.549145,1549,0.973517,1789,4662,1.032084,5092,2.19738,16777
stmt38_943_942,1,3.785245,5392,0.165831,1979,1766,0.70193,0.820392,0.549332,1532,0.973507,1766,4618,1.032599,5046,2.194862,16622
stmt39_34_107,1,3.400162,3004,0.215517,1237,1119,0.577586,0.751474,0.570948,1141,0.913748,1119,2278,0.981194,2802,2.054513,9803
stmt3_969_973,1,3.756906,961,0.163283,362,324,0.734349,0.841064,0.543164,267,0.972416,324,868,1.031951,914,2.192047,2977
stmt41_235_286,1,3.461067,9468,0.149682,3750,3529,0.594163,0.755208,0.569733,3451,0.93327,3529,7288,0.981744,8814,2.159873,30165
stmt41_262_275,1,3.669938,2947,0.255519,1121,941,0.701987,0.830272,0.546367,886,0.948011,941,2544,1.040213,2737,1.991446,9069
stmt41_336_385,1,3.570788,14616,0.133213,5573,5308,0.586106,0.746297,0.57264,5188,0.936556,5308,11061,0.979134,13683,2.200986,46565
stmt41_36_37,1,3.393375,2326,0.227732,966,871,0.568352,0.747719,0.572174,893,0.907,871,1742,0.976921,2171,2.044372,7662
stmt44_107_108,1,2.772727,71,0.15,44,39,0.76,1.079646,0.480851,31,0.984179,39,76,1.054305,68,2.05,235
stmt44_107_113,1,2.818182,94,0.170543,55,48,0.767442,1.040268,0.490132,39,0.979989,48,99,1.058304,89,2.015504,304
stmt44_252_301,1,3.476386,1198,0.149433,487,449,0.705137,0.854619,0.539194,397,0.952375,449,1057,1.007796,1101,2.152101,3674
stmt44_40_162,1,3.4097,3837,0.201314,1567,1421,0.581043,0.752747,0.570533,1443,0.923519,1421,2918,0.987512,3578,2.074671,12441
stmt44_40_41,1,3.398821,2461,0.218827,1018,921,0.566975,0.746816,0.57247,940,0.911654,921,1837,0.979145,2299,2.060185,8093
stmt44_554_604,1,3.582106,2250,0.152384,883,808,0.721764,0.846401,0.541594,701,0.958199,808,2013,1.014115,2087,2.169236,6900
stmt46_163_289,1,3.465003,8793,0.16408,3486,3262,0.595545,0.756687,0.569253,3218,0.926063,3262,6791,0.978954,8184,2.131018,28042
stmt47_239_290,1,3.465671,9653,0.14962,3816,3592,0.592483,0.754034,0.570114,3510,0.93314,3592,7409,0.981492,8994,2.160896,30764
stmt50_167_293,1,3.473133,8951,0.164067,3536,3311,0.593279,0.754778,0.569873,3266,0.925521,3311,6885,0.978213,8338,2.132184,28552
stmt52_117_295,1,3.474072,8249,0.177977,3259,3034,0.592634,0.754247,0.570045,3011,0.918826,3034,6340,0.975548,7686,2.105534,26333
stmt52_295_394,1,3.558586,13878,0.14445,5317,5047,0.586609,0.747186,0.572349,4950,0.930108,5047,10522,0.976064,12986,2.177733,44244
stmt52_54_55,1,3.407197,2569,0.212552,1056,958,0.563943,0.743849,0.573444,976,0.914638,958,1905,0.980122,2401,2.071936,8435
stmt53_208_245,1,3.431034,7247,0.125584,2900,2715,0.581953,0.749191,0.571693,2653,0.959353,2715,5482,1.000629,6766,2.214968,23231
stmt5_731_730,1,3.73913,1847,0.159982,690,626,0.706479,0.831186,0.546094,537,0.961451,626,1603,1.018828,1731,2.185104,5684
stmt6_13_14,1,2.705882,53,0.144737,34,29,0.789474,1.010989,0.497268,29,1.031468,29,60,1.097867,46,2.118421,183
stmt70_191_213,1,3.5,1171,0.147541,472,437,0.702186,0.851986,0.539961,389,0.950156,437,1028,1.004541,1074,2.157787,3591
stmt70_495_501,1,3.596774,2223,0.151416,868,796,0.720407,0.844926,0.542027,693,0.957045,796,1984,1.012416,2060,2.172476,6817
stmt72_696_721,1,3.730114,1881,0.1627,704,637,0.706188,0.831013,0.546146,551,0.961541,637,1632,1.019957,1759,2.178278,5786
stmt7_33_34,1,3.687023,2462,0.220057,917,876,0.632705,0.786096,0.55988,888,0.859028,876,1981,0.928041,2242,2.013414,7682
stmt82_224_225,1,3.453125,1251,0.14751,512,472,0.704981,0.854519,0.539223,417,0.954135,472,1104,1.008928,1148,2.155172,3837
stmt85_64_122,1,3.387231,3506,0.195164,1441,1309,0.575474,0.749654,0.571541,1321,0.927674,1309,2642,0.989589,3269,2.091048,11392
stmt86_889_890,1,3.7811,2269,0.189053,836,742,0.707958,0.826838,0.547394,645,0.957295,742,1966,1.024647,2131,2.136838,6984
stmt9_350_351,1,3.611354,1167,0.153527,458,415,0.744122,0.851261,0.540172,351,0.967388,415,1076,1.024223,1094,2.180498,3597
stmt9_445_446,1,3.422492,1577,0.143074,658,604,0.75632,0.87118,0.534422,519,0.961928,604,1496,1.016364,1458,2.159252,4837
szymanski-10-s-shuffled,1,1.448442,11117,0.409074,15759,7529.5,0.795835,0.874727,0.533411,11276,0.72754,15059,14980,0.780651,7546,1.806885,48921
szymanski-24-s-shuffled,1,1.491275,185935,0.417089,261599,128279.5,0.80258,0.882685,0.531156,194060,0.706517,256559,256032,0.757795,124950,1.807314,832081
T-adeu-0,1,2.482255,11787,0.543297,4790,2315,0.624169,0.5945,0.627156,2569,0.659015,4630,7417,0.648592,9314,1.709501,31890
T-adeu-1,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.657731,4630,7273,0.654264,9170,1.699804,31386
T-adeu-2,1,2.482255,11787,0.543297,4790,2315,0.624169,0.5945,0.627156,2569,0.661351,4630,7417,0.648592,9314,1.71556,31890
T-adeu-3,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.657731,4630,7273,0.654264,9170,1.699804,31386
T-adeu-4,1,2.472234,11739,0.541445,4790,2315,0.622645,0.595674,0.626694,2569,0.66094,4630,7369,0.650472,9266,1.712379,31722
T-adeu-5,1,2.472234,11739,0.541445,4790,2315,0.622645,0.595674,0.626694,2569,0.658592,4630,7369,0.650472,9266,1.706295,31722
T-adeu-6,1,2.482255,11787,0.543297,4790,2315,0.624169,0.5945,0.627156,2569,0.661351,4630,7417,0.648592,9314,1.71556,31890
T-adeu-7,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.664851,4630,7273,0.654264,9170,1.718204,31386
T-adeu-8,1,2.462213,11691,0.539578,4790,2315,0.621108,0.596862,0.626228,2569,0.660524,4630,7321,0.652363,9218,1.709171,31554
T-adeu-9,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.662478,4630,7273,0.654264,9170,1.712071,31386
T-edau-0,1,2.482255,11787,0.543297,4790,2315,0.624169,0.5945,0.627156,2569,0.659015,4630,7417,0.653547,9314,1.709501,31890
T-edau-1,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.657731,4630,7273,0.659189,9170,1.699804,31386
T-edau-2,1,2.482255,11787,0.543297,4790,2315,0.624169,0.5945,0.627156,2569,0.661351,4630,7417,0.653547,9314,1.71556,31890
T-edau-3,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.657731,4630,7273,0.659189,9170,1.699804,31386
T-edau-4,1,2.472234,11739,0.541445,4790,2315,0.622645,0.595674,0.626694,2569,0.66094,4630,7369,0.655417,9266,1.712379,31722
T-edau-5,1,2.472234,11739,0.541445,4790,2315,0.622645,0.595674,0.626694,2569,0.658592,4630,7369,0.655417,9266,1.706295,31722
T-edau-6,1,2.482255,11787,0.543297,4790,2315,0.624169,0.5945,0.627156,2569,0.661351,4630,7417,0.653547,9314,1.71556,31890
T-edau-7,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.664851,4630,7273,0.659189,9170,1.718204,31386
T-edau-8,1,2.462213,11691,0.539578,4790,2315,0.621108,0.596862,0.626228,2569,0.660524,4630,7321,0.657298,9218,1.709171,31554
T-edau-9,1,2.452192,11643,0.537695,4790,2315,0.619559,0.598065,0.625757,2569,0.662478,4630,7273,0.659189,9170,1.712071,31386
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,4.011765,2648,0.006519,1020,505,0.618197,0.895993,0.527428,893,1.004536,1010,2181,1.005184,2635,2.441327,8659
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,3.893369,2844,0.006644,1116,92.083333,0.629285,0.899772,0.526379,920,1.00445,1105,2368,1.006879,2843,2.424661,9174
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,4.036004,2900,0.00155,1111,555,0.616378,0.896083,0.527403,974,0.999635,1110,2386,0.99979,2897,2.447946,9488
test1_quant2,1,3.071895,1583,0.319647,765,343.5,0.471933,0.868441,0.535206,1209,0.842641,687,908,0.872952,714,1.988565,5056
test1_quant3,1,3.179167,2050,0.312146,960,441,0.462348,0.875502,0.533191,1599,0.831726,882,1142,0.859494,870,2.022672,6538
test1_quant_squaring2,1,3.071895,1583,0.319647,765,343.5,0.471933,0.868441,0.535206,1209,0.842641,687,908,0.872952,714,1.988565,5056
test1_quant_squaring3,1,3.144054,2517,0.359085,1194,346,0.455902,0.879981,0.53192,1989,0.839625,1038,1375,0.858746,1026,1.940981,8020
test3_quant2-shuffled,1,3.127049,512,0.292379,244,112,0.482115,0.851563,0.540084,374,0.842407,224,310,0.871776,268,1.995334,1659
test3_quant4,1,3.264535,750,0.290358,344,162,0.465872,0.866512,0.535759,574,0.826472,324,430,0.852736,348,2.040087,2419
test3_quant_squaring4,1,3.196121,988,0.355777,464,101,0.455528,0.87441,0.533501,774,0.839258,404,548,0.851709,428,1.931006,3179
test4_quant2,1,3.08589,690,0.260369,326,151,0.506912,0.836938,0.544384,473,0.858492,302,440,0.888876,394,2.023041,2208
test4_quant4,1,3.224215,976,0.267442,446,211,0.48505,0.854935,0.539103,713,0.838723,422,584,0.866114,490,2.056478,3120
test4_quant_squaring2,1,3.08589,690,0.260369,326,151,0.506912,0.836938,0.544384,473,0.858492,302,440,0.888876,394,2.023041,2208
test4_quant_squaring4,1,3.169492,1262,0.333766,590,129.5,0.471429,0.86494,0.53621,953,0.848597,518,726,0.867107,586,1.950649,4032
test5_quant5-shuffled,1,3.354749,789,0.315622,358,168,0.42933,0.896269,0.527351,660,0.816404,336,404,0.843875,280,2.069075,2541
test5_quant_squaring5-shuffled,1,3.228417,1182,0.399857,556,93.6,0.426942,0.8975,0.527009,990,0.836789,468,599,0.847187,412,1.905203,3795
texas.ifetch1^4.E-f4-shuffled,1,2.843781,6529,0.071206,3047,1473,0.54622,0.750087,0.5714,2888,0.971153,2946,4733,0.981422,5776,2.190767,20217
texas.ifetch1^9.E-f4-shuffled,1,2.806594,6158,0.086593,2942,1417.5,0.548504,0.750091,0.571399,2752,0.960713,2835,4529,0.972833,5504,2.159985,19265
TOILET10.1.iv.20-shuffled,1,3.086651,3250,0.069677,854,425,0.452341,0.454796,0.687381,727,0.957044,850,1623,0.927182,2848,2.238573,8432
TOILET16.1.iv.32-shuffled,1,3.11257,9965,0.047699,2132,1064,0.384852,0.366792,0.73164,1837,0.960391,2128,4131,0.939163,8878,2.20831,24728
TOILET7.1.iv.13-shuffled,1,2.907268,1340,0.056338,399,198,0.496311,0.495303,0.668761,337,0.965282,396,740,0.948555,1144,2.250168,3502
TOILET7.1.iv.14-shuffled,1,2.904651,1447,0.052239,430,213.5,0.497512,0.495046,0.668876,361,0.967781,427,800,0.952293,1237,2.254353,3772
toilet_a_02_01.2-shuffled,1,1.888889,28,0.205128,18,8,0.641026,0.653846,0.604651,12,0.968023,16,25,0.9,22,1.897436,86
toilet_a_02_10.2-shuffled,1,1.777778,379,0.019608,90,44,0.237745,0.222841,0.817768,30,1.008749,88,97,0.973439,364,2.122549,878
