@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC

@DATA
toilet_a_10_01.11-shuffled,1,158.176796,1391,4.340454
toilet_a_10_01.5-shuffled,1,333.505882,629,4.696386
toilet_a_10_10.2-shuffled,1,196.206897,2615,3.987539
toilet_c_02_01.2-shuffled,1,1.529412,30,0.054054
toilet_c_04_01.4-shuffled,1,2.413793,149,0.086486
toilet_c_04_10.2-shuffled,1,2,816,0.018824
toilet_c_06_01.5-shuffled,1,2.951456,304,0.170984
toilet_c_06_10.2-shuffled,1,2.331551,1324,0.047757
toilet_c_08_01.13-shuffled,1,2.979472,1210,0.065708
toilet_c_08_01.16-shuffled,1,2.968974,1492,0.053422
toilet_c_08_01.4-shuffled,1,3.102804,364,0.211921
toilet_c_08_05.10-shuffled,1,3.577677,4684,0.019382
toilet_c_08_05.6-shuffled,1,3.418546,2740,0.033046
toilet_c_08_05.7-shuffled,1,3.475269,3226,0.028095
toilet_c_08_05.8-shuffled,1,3.517891,3712,0.024434
toilet_c_08_05.9-shuffled,1,3.551089,4198,0.021617
toilet_c_08_10.2-shuffled,1,2.451064,1931,0.047952
toilet_c_10_01.11-shuffled,1,3.370787,1355,0.15006
toilet_c_10_01.15-shuffled,1,3.256198,1863,0.110522
toilet_c_10_01.20-shuffled,1,3.177019,2498,0.083139
toilet_c_10_01.4-shuffled,1,4.106061,466,0.401284
toilet_c_10_05.11-shuffled,1,3.800905,6959,0.034014
toilet_c_10_05.12-shuffled,1,3.807054,7614,0.031114
toilet_c_10_05.7-shuffled,1,3.758865,4339,0.05423
toilet_c_10_05.9-shuffled,1,3.78453,5649,0.041806
toilet_c_10_10.2-shuffled,1,2.957746,2579,0.092251
toilet_g_02_01.2-shuffled,1,1.636364,17,0.090909
toilet_g_04_01.2-shuffled,1,2.181818,38,0.307692
toilet_g_08_01.2-shuffled,1,3.72093,85,0.705882
toilet_g_20_01.2-shuffled,1,12.952381,159,2.068966
uclid-pipe2,1,2.807745,3327,0.165181
uclid-pipe3a,1,2.846995,3361,0.153686
Umbrella_tbm_05.tex.module.000011,1,3.016871,2977,0.494922
Umbrella_tbm_05.tex.module.000015,1,3.009274,2950,0.494588
Umbrella_tbm_05.tex.module.000025,1,2.961102,2788,0.492424
Umbrella_tbm_05.tex.module.000030,1,2.91723,2653,0.490383
Umbrella_tbm_05.tex.module.000039,1,2.859431,2491,0.487583
Umbrella_tbm_05.tex.module.000043,1,2.817343,2383,0.48546
Umbrella_tbm_05.tex.module.000053,1,2.748047,2221,0.481802
Umbrella_tbm_05.tex.module.000064,1,2.597374,1924,0.473058
Umbrella_tbm_05.tex.module.000065,1,2.581858,1897,0.472089
Umbrella_tbm_05.tex.module.000079,1,2.533181,1816,0.468961
Umbrella_tbm_05.tex.module.000088,1,2.501162,1747,0.47561
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,2.836491,8471,0.230701
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,2.836491,8471,0.230701
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,2.830967,8479,0.231725
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,2.832947,8475,0.230912
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,2.838505,8467,0.229885
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,2.834942,8471,0.230097
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,2.831397,8475,0.230309
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,2.836491,8471,0.230701
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,2.834942,8471,0.230097
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,2.834942,8471,0.230097
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,2.836491,8471,0.230701
Umbrella_tbm_21.tex.module.000024,1,2.985265,2306,0.486627
Umbrella_tbm_21.tex.module.000029,1,2.953729,2225,0.484872
Umbrella_tbm_21.tex.module.000044,1,2.846154,1982,0.478533
Umbrella_tbm_21.tex.module.000049,1,2.846154,1982,0.478533
Umbrella_tbm_21.tex.module.000056,1,2.83282,1955,0.477707
Umbrella_tbm_21.tex.module.000069,1,2.824534,1909,0.481333
Umbrella_tbm_21.tex.module.000079,1,2.823764,1863,0.480253
Umbrella_tbm_21.tex.module.000129,1,2.814309,1845,0.479693
Umbrella_tbm_21.tex.module.000134,1,2.794935,1809,0.478532
Umbrella_tbm_21.tex.module.000139,1,2.779983,1782,0.477622
Umbrella_tbm_21.tex.module.000149,1,2.764657,1755,0.476677
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,2.754201,6019,0.22498
Umbrella_tbm_24.tex.module.000066,1,2.488764,959,0.46134
Umbrella_tbm_24.tex.module.000103,1,2.489426,894,0.467173
Umbrella_tbm_24.tex.module.000131,1,2.545455,859,0.463557
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,2.834989,6027,0.264967
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,2.834989,6027,0.264967
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,2.834989,6027,0.264967
Umbrella_tbm_25.tex.module.000003,1,3.14588,3439,0.500622
Umbrella_tbm_25.tex.module.000031,1,3.141378,3449,0.499067
Umbrella_tbm_25.tex.module.000041,1,3.123621,3368,0.498323
Umbrella_tbm_25.tex.module.000084,1,2.895133,2558,0.487805
Umbrella_tbm_25.tex.module.000087,1,2.895133,2558,0.487805
Umbrella_tbm_25.tex.module.000099,1,2.895133,2538,0.491081
Umbrella_tbm_25.tex.module.000106,1,2.904378,2553,0.49114
Umbrella_tbm_25.tex.module.000121,1,2.909472,2456,0.494456
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,3.003516,11500,0.269994
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,3.00605,11495,0.269338
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,3.003516,11500,0.269994
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,3.006042,11510,0.269063
Umbrella_tbm_26.tex.module.000004,1,2.928571,2193,0.481354
Umbrella_tbm_26.tex.module.000021,1,2.939076,2198,0.481403
Umbrella_tbm_26.tex.module.000041,1,2.800475,1901,0.472503
Umbrella_tbm_26.tex.module.000061,1,2.766287,1820,0.472951
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,3.004448,6232,0.298292
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,3.008492,6242,0.297918
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,3.004448,6232,0.298292
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,3.004448,6232,0.298292
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,2.998389,6237,0.298545
Umbrella_tbm_29.tex.module.000009,1,3.058459,1716,0.502055
Umbrella_tbm_29.tex.module.000010,1,3.048344,1695,0.501604
Umbrella_tbm_29.tex.module.000078,1,2.803299,1147,0.49348
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,2.957535,5265,0.292178
vis.arbiter.E-f4-shuffled,1,2.947942,7703,0.034671
vis.coherence^1.E-d4-shuffled,1,2.966161,8022,0.007119
vis.elevator^1.E-f2-shuffled,1,2.903536,6154,0.07685
vis.emodel.E-f4-shuffled,1,2.934014,6293,0.034431
vis.prodcell^01.E-d4-shuffled,1,2.985253,13075,0.009936
vis.prodcell^04.E-f4-shuffled,1,2.972694,29020,0.028689
vis.prodcell^05.E-f4-shuffled,1,2.973464,29850,0.027824
vis.prodcell^08.E-f4-shuffled,1,2.979591,38925,0.021356
vis.prodcell^09.E-f2-shuffled,1,2.933382,11762,0.070931
vis.prodcell^23.E-f4-shuffled,1,2.979101,38018,0.021853
vis.prodcell^24.E-f3-shuffled,1,2.967043,24001,0.034632
vonNeumann-ripple-carry-13-c-shuffled,1,1.47037,1036976,0.005014
vonNeumann-ripple-carry-15-c-shuffled,1,1.473835,1779163,0.004359
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.989988,2600,0.446063
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.044266,3922,0.432288
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.996056,2963,0.422003
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.120723,4313,0.439642
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,2.994652,2792,0.420215
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.040162,4391,0.410128
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.112801,4826,0.417089
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,3.004553,3136,0.400042
x120.0,1,3.010204,10850,0.44488
x120.1,1,3.008593,10844,0.444583
x120.2,1,3.01101,10853,0.444583
x120.3,1,3.013963,10864,0.44486
x120.4,1,3.01101,10853,0.44494
x120.5,1,3.008324,10843,0.444266
x120.6,1,3.011815,10856,0.444197
x120.7,1,3.006982,10838,0.444196
x120.8,1,3.007787,10841,0.443899
x120.9,1,3.010473,10851,0.44493
x240.0,1,3.02015,21762,0.445383
x240.1,1,3.018941,21753,0.445161
x240.2,1,3.021628,21773,0.445877
x240.3,1,3.019747,21759,0.445176
x240.4,1,3.022166,21777,0.445709
x240.5,1,3.020956,21768,0.445398
x240.6,1,3.020553,21765,0.445457
x240.7,1,3.02324,21785,0.445906
x240.8,1,3.020285,21763,0.445675
x240.9,1,3.020419,21764,0.445433
x30.0,1,2.946467,2662,0.436456
x30.1,1,2.941113,2657,0.435431
x30.2,1,2.943255,2659,0.43875
x30.3,1,2.947537,2663,0.437387
x30.4,1,2.937901,2654,0.439184
x30.5,1,2.940043,2656,0.436681
x30.6,1,2.931478,2648,0.438321
x30.7,1,2.937768,2648,0.438321
x30.8,1,2.928266,2645,0.435148
x30.9,1,2.947537,2663,0.436661
x60.0,1,2.987661,5389,0.44229
x60.1,1,2.988197,5390,0.442032
x60.2,1,2.984442,5383,0.442588
x60.3,1,2.989807,5393,0.441973
x60.4,1,2.982833,5380,0.440849
x60.5,1,2.98015,5375,0.440885
x60.6,1,2.995708,5404,0.442893
x60.7,1,2.987661,5389,0.442649
x60.8,1,2.983369,5381,0.441848
x60.9,1,2.991953,5397,0.441477
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,3.619048,146,0.015464
