@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC

@DATA
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,5.971,0.2753,0.4565,0.2788,0.4159,0.3379,9.8629,0.0203,0.4113,0.0174,13.4842,0.2347,2.0279,0.6902,9.5469,146535,0.9369,0.0131,96618,0.054,0.0006,0.0444,0.0017,0.0205,0.0002,12.9027,0.0002,13.9981,2.6207,15.0387,16.1796,13.9003
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,16.6618,7.5452,1.858,0.8801,0.8962,0.9742,364.852,0.9742,2.1832,0.8796,51.6619,0.0278,4.4658,0.9563,43.9585,148400,0.0253,0.8639,147105,0.0571,0.832,0.0035,0.0086,0.9742,0.0086,76.4333,0.0006,83.3543,2.8969,93.3214,93.3214,89.9881
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,10.2306,2.8397,14.0629,0.8987,0.891,0.9725,6.7953,0.9725,1.7007,0.879,25.0503,0.0455,1.5649,0.9596,24.0516,25396,0.0238,0.8652,24913,0.0952,0.8389,0.0086,0.0185,0.9725,0.0185,48.266,0.0026,54.5767,2.7913,57.5667,64.3721,53.0811
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,19.7369,0.1638,0.216,0.1271,0.71,0.698,19.3266,0.2051,0.5989,0.6406,1.5776,0.0055,1.1273,0.634,0.9042,11563,0.4244,0.1091,11563,0.0171,0.0045,0.0099,0.0043,0.8122,0.0005,16.7072,0,20.3294,2.6643,23.3481,28.4135,18.8098
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,2.7011,0.3247,0.5343,0.8016,0.0353,0.5072,1.1078,0,0,0.0033,0.7671,0,0.0561,0.9599,0.4579,276,1.7615,0.001,276,0.0226,0,0.0435,0.022,1,0.0217,20.0839,0,21.2634,0.2274,21.6007,23.7133,21.2852
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,66.1741,0.2589,0.2388,0.1505,0.5539,0.3576,72.9698,0.104,0.2366,0.1712,0.8,0.1365,0.634,0.4805,0.4368,11158,0.6159,0.1563,10087,0.0047,0.0034,0.045,0.0012,0.2202,0.0006,35.4696,0.0003,34.9264,1.119,37.5572,37.5572,37.1414
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,14.0239,0.3787,0.2026,0.1206,0.2752,0.5526,16.3016,0.2415,0.9928,0.0756,1.3709,1.8421,0.3527,0.499,0.3977,10377,0.9193,0.0283,5950,0.0289,0.0003,0.2471,0.0046,0.5521,0.001,15.7147,0.0002,16.9642,2.1954,18.7361,21.9515,16.0341
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,6.4189,0.2557,0.2429,0.6788,0.5832,0.6713,3.708,0.8333,0.4472,0.5832,1.1278,0,0.0001,0.8349,0.6079,432,0.0001,0.5831,432,0.0278,0.5831,0.0139,0.0276,0.8333,0.0255,32.0081,0,33.3541,0,35.2104,37.3144,33.3253
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,18.1284,3.0479,0.0955,0.8803,0.8708,0.962,29.3121,0.962,1.9397,0.8591,41.4118,0.0347,3.6319,0.9519,45.5226,82294,0.0268,0.843,81400,0.0718,0.7394,0.0046,0.0102,0.962,0.003,60.607,0.0014,68.7286,3.1807,83.6955,83.6955,72.6622
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,9.6503,0.1247,0.0955,0.9308,0.907,0.7483,9.0903,0.9797,1.9141,0.8884,40.1438,0.0345,2.1544,0.978,31.5407,72688,0.0242,0.8732,71848,0.0714,0.8589,0.0055,0.0113,0.9797,0.0113,86.7222,0.0006,87.0601,2.8978,112.3763,112.3763,87.2537
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0,0,0,0.9998,0.5993,0.7727,0,0.0909,0.6205,0.5993,3.2192,0.3333,0,1,3.2254,1554,0,0.5993,1386,0.0952,0.5992,0.0447,0.0902,0.0909,0.0902,0,0.0231,0,0,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,41.0714,4.5449,0.1247,0.8806,0.9762,0.9855,6885.9,0.9855,2.4659,0.9743,94.8668,0.02,1.6263,0.9306,106.152,582679,0.0601,0.9493,580131,0.0408,0.0942,0.0016,0.0043,0.9855,0.0043,99.6667,0.0002,111.8842,3.2003,119.125,149.3404,106.0179
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,44.2013,0.1997,9.9717,0.8884,0.9039,0.7508,11.8442,0.9798,1.9099,0.8942,39.9959,0.0345,2.9491,0.9462,41.3569,68270,0.018,0.8817,67460,0.0741,0.848,0.0057,0.0116,0.9798,0.0116,72.2411,0.0006,74.6724,3.1132,76.037,78.8059,75.3163
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,7.0886,0.2631,13.0641,0.9643,0.9037,0.7269,2.4321,0.9723,1.8311,0.8895,36.1181,0.0345,1.7597,0.9826,30.3554,31962,0.0203,0.8816,31512,0.1333,0.8698,0.009,0.0138,0.9723,0.0138,82.1311,0.0013,100.629,2.8225,139.8061,139.8061,119.633
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,1091.88,0.2171,6.452,0.8917,0.9003,0.9772,21.8039,0.9772,2.3039,0.8835,61.7148,0.0251,7.7608,0.9564,60.9642,212885,0.0374,0.8561,211251,0.0514,0.766,0.0029,0.0075,0.9772,0.0075,86.0426,0.0005,98.0937,3.3837,108.375,120.516,102.6667
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,8.2423,0.1434,0.3831,0.2863,0.3005,0.4588,12.7195,0.0236,0.3084,0.0003,15.0293,0.5856,0.8862,0.8424,14.9912,118394,1.2961,0.0001,53231,0.0552,0,0.0807,0.0023,0.0236,0.0003,18.5427,0,20.3644,1.5106,22.834,24.263,20.9361
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,285.211,0.0115,0.6413,0.6057,0.3498,0.7517,253.591,0.0069,0.5807,0.3263,20.2505,0.3333,12.2899,0.6509,15.2414,207536,0.1553,0.314,205632,0.0084,0.0046,0.0042,0.0069,0.0069,0.0069,29.0075,0.0021,30.681,0,31.7579,32.3426,31.03
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,18.2723,0.3116,0.426,0.3172,0.4124,0.5262,14.6103,0,0.0527,0.2135,0.9037,0.0204,0.6066,0.5474,0.3157,2550,0.5608,0.1135,2537,0.0085,0.0013,0.0099,0.0102,0.9752,0.0039,30.6762,0,33.2907,3.3924,35.7598,39.0994,32.1927
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,14.8773,7.6133,0.175,0.8194,0.8049,0.932,56.6402,0.932,1.4728,0.7942,27.8905,0.05,4.7253,0.9193,32.1558,61409,0.0193,0.7848,60464,0.0433,0.7687,0.0056,0.0047,0.932,0.0028,80.2119,0.0013,81,2.8704,81.7881,81.7881,81.7881
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,25.2627,0.1374,0.1401,0.2153,0.0395,0.2633,25.4923,0,0.1374,0.0032,1.5766,0,0.2068,0.5099,1.0198,2332,1.5117,0.0004,2332,0.0184,0,0.0257,0.0037,0,0.0026,30.2928,0.0013,29.3885,0.7809,33.6694,36.0594,32.7262
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,56.1184,0.1862,0.6314,0.3881,0.5754,0.1004,58.8889,0,0.518,0.3465,7.3162,0.5753,5.6869,0.5309,3.6188,158884,0.4989,0.1487,88301,0.0114,0.0003,0.0114,0.0056,0.5344,0.003,29.7064,0,32.5177,3.9728,31.2816,42.5749,30.8787
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,17.2473,0.1771,1.7082,0.746,0.8092,0.935,27.7963,0.935,1.4697,0.799,27.2878,0.05,5.6708,0.9192,31.7811,61409,0.0194,0.7895,60159,0.0433,0.7628,0.0055,0.0042,0.935,0.002,47.8174,0.0012,59.1435,2.7927,78.5671,86.0404,50.9157
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,1.314,1.1215,0.5661,0.9026,0.7821,0.8678,0.4731,0.8678,1.1841,0.7821,2.0881,0,0,0.9352,1.6108,484,0,0.7821,484,0.125,0.7821,0.031,0.1784,0.8678,0.1736,0,0.0145,0,0,0,0,0
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,3.0925,0.3998,3.0013,0.9133,0.8576,0.9235,2.0751,0.9235,1.663,0.8576,3.1342,0,0.0001,0.9309,2.4473,2562,0,0.8576,2562,0.0714,0.8576,0.0105,0.0981,0.9235,0.0972,132.982,0.0051,132.9823,0,132.9826,132.9826,132.9826
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,8.5144,0.3366,0.3406,0.5613,0.0235,0.1911,6.9131,0,0.0431,0.0098,1.1968,0,0.0972,0.7223,0.6477,3432,0.8221,0.0024,3432,0.0227,0.0001,0.0227,0.0483,0.0006,0.0446,43.8499,0.002,44.8123,0.8816,45.7533,46.2724,44.6987
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,30.05,3.4665,0.3541,0.8431,0.8477,0.9534,163.536,0.9534,1.8777,0.85,44.148,0.0323,5.946,0.8934,56.0238,266431,0.1853,0.6877,264031,0.0262,0.1451,0.0021,0.0019,0.9534,0.0009,73.4128,0.0005,77.0387,2.625,78.8261,79.604,77.3276
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,48.5625,3.9212,0.1256,0.8938,0.8765,0.9787,367.591,0.9787,2.3189,0.863,86.8379,0.0232,5.8258,0.9431,100.697,409171,0.1398,0.7108,407186,0.0474,0.3765,0.002,0.0048,0.9787,0.0048,88.9077,0.0003,90.7863,2.9191,106.1359,107.25,91.2344
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,21.908,0.1331,0.1869,0.595,0.7422,0.899,38.0049,0.899,1.0872,0.7183,13.9961,0.0833,4.141,0.8453,16.2065,34275,0.0442,0.7006,33196,0.0256,0.659,0.006,0.004,0.899,0.002,34.2316,0.001,39.3412,3.1317,44.9173,59.9943,39.5772
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,18.9212,2.4556,4.1296,0.6712,0.7211,0.073,25.1441,0.0098,1.1667,0.6805,27.8847,0,2.4452,0.8191,30.9129,34289,0.0921,0.6677,34289,0.0906,0.6365,0.0234,0.0074,0.927,0.0073,44.3904,0.0005,44.8154,3.5623,45.2403,45.2403,45.2403
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,258.667,0.1366,5.6891,0.8349,0.828,0.9474,43.8333,0.9474,1.7418,0.8037,40.591,0.037,9.0037,0.9416,46.979,171155,0.0421,0.7782,169335,0.0302,0.7176,0.0027,0.0025,0.9474,0.0015,59.8613,0.0007,66.8732,2.6752,67.3953,86.4242,62.4348
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,11.2556,0.1564,0.2247,0.5359,0.1178,0.0108,10.5,0,0.0155,0.0793,1.3847,0,0.0018,0.6233,0.7819,58376,0.4027,0.0468,58376,0.0714,0.0412,0.0972,0.0024,0,0.0024,18.6471,0.0002,19.1973,1.7102,19.653,20.8818,18.7282
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,346,0.0151,0.0253,0.5788,0.3396,0.7515,342.6,0.0062,0.5803,0.3114,22.0749,0.3333,0,0.6277,18.2245,259616,0.1558,0.2999,257488,0.0075,0.0043,0.0037,0.0062,0.0062,0.0062,28.7243,0.0019,32.045,0,36.4672,37.5557,30.4337
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,1968,0.7222,0,0.3409,0,0.5,3073.5,0,0,0,0.9995,0,0.3436,0.3462,1.4417,708168,0,0,708168,0.0001,0,0.0004,0.0003,0,0,64.6667,0,89.0583,0,116,141.5,71.6
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,3.0502,0.2928,0.6593,0.9798,0,0.3339,1.0464,0,0.0858,0,1.0815,0.4167,0.0776,0.9978,0.7377,634,0,0,632,0.0238,0,0.0253,0.0089,0.1266,0.0079,28.9112,0.0032,31.6565,0,36.0205,38.8774,30.6857
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,2.7662,0.3165,0.5482,0.799,0.031,0.5,1.1066,0,0,0.0033,0.7227,0,0.0449,0.9613,0.426,316,1.682,0.0012,316,0.0196,0.0001,0.0285,0.0192,1,0.019,21.1119,0,21.841,0.2415,21.7552,25.0658,21.351
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,14.9565,2.858,3.0278,0.8242,0.7912,0.926,27.0925,0.926,1.3894,0.7805,24.2802,0.0556,3.6683,0.9343,28.427,43649,0.0198,0.7713,42889,0.0486,0.7463,0.0069,0.0059,0.926,0.0032,48.8493,0.0018,59.7482,2.8324,66.7435,82.8567,57.7045
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,1554.67,0.195,5.6544,0.9206,0.9118,0.9824,28.641,0.9824,2.2384,0.896,72.3544,0.0249,10.5209,0.9807,68.3338,256038,0.0341,0.8699,254389,0.051,0.8031,0.0023,0.0063,0.9824,0.0063,74.5537,0.0004,83.5271,3.3761,89.64,100.6957,86.8261
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,2.7727,0.3397,0.573,0.7838,0.0271,0.5376,1.1284,0,0,0.0027,0.6674,0,0.0418,0.9624,0.3967,372,1.8056,0.0009,372,0.0166,0,0.0242,0.0163,1,0.0161,22.5579,0,24.8743,0.2137,24.5514,31.4966,23.7544
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,936.6,0.0505,0.0791,0.0843,0.8441,0.9647,811.4,0.9658,0.5154,0.8182,6.5932,0,0.1614,0.3438,1.9607,284829,0.0916,0.7566,284829,0.0015,0.028,0.0003,0.0001,0.968,0,12.1111,0,15.0276,3.1617,18.2261,20.9548,16.2948
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,5.3724,0.3088,0.2406,0.6165,0.1226,0.0107,4.4525,0,0.0172,0.0264,1.946,0,0.0006,0.7248,1.172,25452,0.809,0.0017,25452,0.1333,0.0004,0.1442,0.0029,0,0.0029,18.3687,0.0011,19.2905,1.4595,20.0795,23.4867,18.8656
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,12.6667,1.9499,0.2013,0.8202,0.79,0.9252,25.0514,0.9252,1.3906,0.7788,24.5001,0.0556,4.4328,0.9206,28.6976,43649,0.0197,0.7698,42889,0.0486,0.7454,0.0063,0.0059,0.9252,0.0033,48.464,0.0018,57.5772,2.7815,67.6874,71.827,52.6025
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,21.7803,0.2212,0.2333,0.344,0,0.5,18.2654,0,0,0,1.0373,0,1.5402,0.4786,0.3731,4478,0,0,4478,0.0079,0,0.0138,0.0103,0,0.0027,28.8949,0.0009,29.9583,0,31.8975,32.7683,29.1333
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,17107.2,2.9298,2.8186,0.9236,0.9809,0.9843,3650.67,0.9843,2.677,0.9797,141.382,0.0174,1.5773,0.9629,146.78,974465,0.0537,0.9641,970955,0.0354,0.2064,0.0012,0.0033,0.9843,0.0005,87.8,0.0002,105.4726,3.3562,118.1111,135.2222,106.4444
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,49.6294,0.1672,13.1308,0.8223,0.7908,0.9258,22.1683,0.9258,1.3926,0.7805,24.2421,0.0556,3.9088,0.9343,28.4488,43649,0.02,0.7702,42889,0.0486,0.7434,0.0061,0.006,0.9258,0.0034,46.5436,0.0017,49.3719,2.8374,50.7221,54.6644,47.4171
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,2.4871,0.3632,0.3175,0.8884,0.8147,0.8844,1.5387,0.8844,1.2845,0.8147,2.4561,0,0.0001,0.9121,1.9042,865,0,0.8147,865,0.1,0.8147,0.022,0.1328,0.8844,0.126,67.1763,0.0104,67.7621,0,69.3069,69.3069,68.4646
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,1.2808,0,9.9459,0.9142,0.8845,0.6632,1,0.897,1.4088,0.8846,4.5762,0.0556,0.0269,0.9396,4.7498,3630,0.0045,0.88,3610,0.1,0.8749,0.0105,0.0233,0.897,0.0152,61.4895,0.0017,78.2146,0,89.0019,89.0019,84.1525
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,93.8012,0.1605,11.0332,0.8191,0.8049,0.9322,27.4315,0.9322,1.4782,0.7945,26.9294,0.05,4.5109,0.937,31.9688,61409,0.0186,0.7858,60464,0.0433,0.769,0.0051,0.0048,0.9322,0.0028,55.7685,0.0013,65.494,2.8278,75.9308,81.5378,59.0286
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,24.5913,0.204,0.2982,0.1082,0.3887,0.4777,23.8656,0.0053,0.1208,0.1848,0.7752,0.1939,0.8697,0.3542,0.2326,4103,0.6238,0.0775,3795,0.0066,0.0004,0.0092,0.0048,0.8925,0.0005,28.0805,0,29.0122,3.4575,31.011,32.6405,29.318
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,13.3454,0.2447,0.272,0.6992,0.7115,0.08,20.1135,0.0027,1.1401,0.6662,25.538,0,2.454,0.8216,29.008,28738,0.0955,0.6562,28738,0.0952,0.646,0.026,0.008,0.92,0.0079,47.6273,0.0007,55.0988,3.3377,59.1153,59.1153,58.5537
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,721.308,2.3821,0.0081,0.5435,0.2623,0.7512,1803.81,0.0047,0.5796,0.1834,27.4735,0.3333,3.3285,0.5843,34.6561,448371,0.5254,0.1481,445599,0.0058,0.0862,0.0029,0.0047,0.0047,0.0047,30.1651,0.0014,35.1401,0,39.0376,43.2071,33.2317
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,310.733,0.0207,0.0115,0.6037,0.3425,0.7516,313.028,0.0064,0.5804,0.3164,20.1738,0.3333,13.8583,0.6464,17.7417,240210,0.1556,0.3048,238170,0.0078,0.0044,0.0039,0.0064,0.0064,0.0064,28.7399,0.002,29.8876,0,31.0494,32.3299,29.7138
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,26.4392,0.1333,0.1377,0.211,0.0371,0.266,26.639,0,0.1328,0.0033,1.5787,0,0.1958,0.5008,1.0254,2376,1.5449,0.0006,2376,0.0178,0,0.0337,0.0036,0,0.0025,28.8964,0.0013,30.0259,0.6363,32.7607,43.8583,31.0028
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,46.7153,10.9352,9.1973,0.8775,0.899,0.9747,135.818,0.9747,2.0143,0.8884,42.2892,0.0325,3.729,0.9546,42.0517,84809,0.0201,0.8745,83857,0.0672,0.8526,0.0045,0.011,0.9747,0.011,63.0165,0.0008,71.4419,3.2238,75.5476,83.9492,66.5315
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,1.2777,1.588,0.5283,0.9008,0.7592,0.8478,0.291,0.8478,1.0754,0.7592,1.8976,0,0,0.9324,1.4121,322,0,0.7592,322,0.1429,0.7592,0.0404,0.2623,0.8478,0.2609,0,0.0186,0,0,0,0,0
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.0018,0,23.8956,0.9954,0,0.5,0,0,0,0,6.8622,0,0,0.9983,7.0992,75600,0,0,75600,0.2667,0,0.2667,0.0006,0,0.0006,0,0.1333,0,0,0,0,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,2.403,0.2152,0.6225,0.9868,0,0.3074,1.0246,0,0.0885,0,1.4077,0.4937,0.0722,0.9978,1.0317,314,0,0,296,0.0506,0,0.0541,0.019,0.1351,0.0169,15.5162,0.0068,16.808,0,16.8501,20.7388,15.823
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,29.8182,5.3311,0.2786,0.8404,0.847,0.9533,765.909,0.9533,1.8814,0.8498,44.9314,0.0323,7.0027,0.9042,56.4598,266431,0.1897,0.6638,264031,0.0262,0.1461,0.0022,0.002,0.9533,0.0009,81.5424,0.0005,88.0179,2.5929,94.7619,102.5278,86.8868
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,31.0909,0.1238,0.4932,0.7866,0.8378,0.9549,59.7429,0.9549,1.8737,0.8042,46.5878,0.0323,10.8147,0.8878,55.389,266431,0.0808,0.7334,263300,0.0262,0.6052,0.0023,0.0018,0.9549,0.0009,58.9293,0.0005,66.4641,2.6368,77.68,83.9063,62.7456
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,9.0305,0.316,0.1635,0.5393,0.1415,0.0094,8.04,0,0.0158,0.1008,1.5264,0,0.002,0.6874,0.8114,48342,0.401,0.0857,48342,0.0833,0.0819,0.1134,0.0025,0,0.0025,17.6555,0.0002,19.5421,1.899,23.5244,23.5296,17.6818
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0,0,0,0.9999,0.5946,0.7742,0,0.0968,0.6232,0.5946,3.1003,0.3333,0,1,3.1078,1400,0,0.5946,1240,0.1,0.5946,0.0468,0.096,0.0968,0.096,0,0.0242,0,0,0,0,0
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.439,3.9083,10.5967,0.9549,0.9062,0.9647,0.0864,0.9647,2.575,0.9062,5.0102,0,0.0005,0.9664,4.2083,16308,0.0001,0.9062,16308,0.0417,0.9062,0.0029,0.0452,0.9647,0.0442,0,0.0014,0,0,0,0,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,27.4687,0.1284,0.1338,0.2063,0.04,0.2701,27.5746,0,0.1386,0.006,1.5742,0,0.1618,0.5122,0.9992,2492,1.4518,0.0005,2492,0.017,0,0.0241,0.0035,0,0.0024,29.3951,0.0012,29.3507,0.7654,33.8108,37.4289,31.1272
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,17.021,0.2639,0.2769,0.3468,0.6768,0.0636,14.5495,0,0.4064,0.4881,4.1236,0.2459,1.1925,0.5877,1.9777,12692,0.4128,0.2054,10467,0.0284,0.0054,0.0256,0.0131,0.6819,0.0076,21.7005,0.0002,22.3049,3.8062,22.9875,23.2073,22.5627
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,83.9466,0.1186,0.2679,0.2221,0.0895,0.5094,91.1585,0.0761,0.1556,0,0.4278,0.7748,0.5139,0.6262,0.1482,18603,2.3708,0,18172,0.002,0,0.0343,0.0005,0.1709,0.0003,24.3333,0.0002,31.4966,0.7893,39.855,59.6541,25.9877
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,8.2267,0.2143,0.1817,0.8026,0.7088,0.8462,7.7293,0.8462,1.0197,0.7087,2.7313,0,0.001,0.8411,2.0909,936,0.0001,0.7086,936,0.0833,0.7086,0.0246,0.0929,0.8462,0.0929,48.1652,0.0118,49.244,0,52.3774,52.3774,50.1572
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,2.3419,0.1778,0.515,0.7836,0.5725,0.5831,1.0314,0.6675,0.5727,0.5314,0.9835,0.413,0.1613,0.9528,0.713,486,0.1806,0.4484,415,0.0543,0.0604,0.0217,0.0316,0.6699,0.0193,32.404,0,33.2307,1.3458,34.2765,34.3443,33.1997
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,170.833,0.0121,0.0071,0.6304,0.3481,0.752,169.286,0.008,0.5812,0.336,16.5006,0.3333,0,0.7139,12.3941,157664,0.0562,0.3197,156000,0.0096,0.2802,0.0048,0.008,0.008,0.008,28.082,0.0024,29.225,0,29.7815,30.3565,28.5098
